id;username;tweetID;content;likeCount;retweetCount;quoteCount;replyCount;label;weighted_sentiment;pos_sentiword;neg_sentiword;len;pos_inset;neg_inset;normalized;len_normalized;n_keywords;tag_owi;tag_prab;tag_overall;Barasa;inset;indobert
618;anifahambali;1090604701626687488;"Ketika ada ulama yang berilmu luas kenapa ragu pilih ulama? Bela ulama, dukung ulama, dan pilih ulama,""  KH Ibnu Mulkan, pimpinan rombongan ulama, kiai, dan ustaz se Jakarta Timur.
#Ikutkyai https://t.co/sbYKYFgDTQ";2;0;0;0;-1.0;-1.0;0.625;0.0;16;29;-11;ulama berilmu luas ragu pilih ulama bela ulama dukung ulama pilih ulama kh ibnu mulkan pimpinan rombongan ulama kiai ustaz jakarta timur httpurl;144;9;4.0;4.0;2.0;3;3;1
621;NurSyahbana9;1096931584454811648;"Insya Allah di bawah ini adalah foto capres-cawapres yg akan di pilih oleh seluruh rakyat Indonesia

01 Ir Jokowi-kiai Ma'ruf (putih) 02 Prabowo-sandi (hitam)

Alhamdulillah, rakyat bisa melihat dari pakaiannya sudah bisa ketahuan, mana yg suci bersih
 #2019TetapJokowiPresidenRI https://t.co/5bmj24VC9A";56;29;1;10;1.0;57.0;0.25;0.0;10;12;-16;insya allah foto capres cawapres pilih rakyat indonesia ir jokowi kiai ruf putih prabowo sandi hitam rakyat pakaian ketahuan suci bersih httpurl;144;9;3.0;4.0;2.0;2;2;3
631;af1_;1115523787535966209;"Ini tentu jumlah yang sangat signifikan, mengingat sampai hari ini, hanya 2 parpol yang mendapat suara diatas 13% menurut hasil survey; yaitu PDIP dan Gerindra; dua parpol pengusung utama Capres - Cawapres.

Kemewahan coat tail effect yg khusus ada di Pemilu 2019 ini.";2;0;0;1;1.0;1.0;0.5;0.0;8;3;-2;signifikan partai politik diatas hasil survey pdip gerindra partai politik pengusung utama capres cawapres kemewahan coat tail effect pemilu;140;9;4.0;4.0;2.0;2;2;3
634;Ernijasin;1130647114927656961;@CNNIndonesia @hendraputrasiag Mang Hak Rakyat mana yg di Perkosa?? Kami Rakyat Indonesia Memilih Joko Widodo dan Kyai Ma’ruf Amin sebagai Presiden dan Wakil Presiden RI 2019-2024 dan @jokowi @KyaiMarufAmin sudah Menang, That’s all , Don’t Talk Bull Shit..🤭;6;2;0;3;-1.0;-5.0;0.0;0.0;12;13;-8;hak rakyat perkosa rakyat indonesia memilih joko widodo kyai ruf amin presiden wakil presiden ri menang that s all don t talk bull <makian>;139;9;4.0;4.0;2.0;2;3;1
642;todaro_tody;1038359146158936064;"@sonny_yanuar @ZuriatR @erwan_R4Hman @panca66 @ridwankamil @ganjarpranowo @KhofifahIP Nah ini ge suka nih.. gubernur itu yg pilih rakyat, bukan presiden..

Klo RK dari pas kampanye bilang dia dukung jokowi gw yakin elektabilitasnya ambruk, malah kebalikannya asyik yg jelas2 bilang ganti presiden malah meroket perolehan suaranya.";4;0;0;6;-1.0;-2.0;0.125;0.5;14;22;-11;ge suka gubernur pilih rakyat presiden rk kampanye dukung jokowi elektabilitasnya ambruk kebalikan asyik ganti presiden meroket perolehan;137;9;4.0;4.0;2.0;2;3;1
645;NurSyahbana9;1118710643052273666;"Ahok langsung mengucapkan selamat kepada Anies-Sandi atas hasil perhitungan quick count. 

Ahok: Saya ucapkan selamat kepada Anies-Sandi

Hanya sosok KSATRIA yg bisa bersikap seperti Ahok, Prabowo tidak akan pernah bisa seperti Ahok

https://t.co/mGA0E9opKI";17;12;0;2;0.0;0.0;0.375;0.0;9;13;0;ahok selamat anies sandi hasil perhitungan quick count ahok ucapkan selamat anies sandi sosok ksatria bersikap ahok prabowo ahok httpurl;136;9;4.0;1.0;1.0;2;3;2
646;aguspipid;1087229812899336192;"@simkuringporsea @Ferdinand_Haean @jokowi @SBYudhoyono Andai hal yg sm di lakukan SBY ky jokowi mgkn utang2 terdahulu ga lunas ! Pak SBY bs melunasi dan pembangunan ttp jln...program pro rakyat ttp jalan...bbm murah,tdl murah dan indonesia disegani dunia...
Sekarang ?";2;0;0;0;1.0;1.0;1.0;0.375;15;7;-10;lakukan sby jokowi utang lunas sby melunasi pembangunan jl program profesional rakyat jalan bbm murah tdl murah indonesia disegani dunia;136;9;1.0;4.0;1.0;3;2;3
648;animotrusties;1112298533636333568;"@Fahrihamzah @SBYudhoyono @prabowo Terakhir melihat kejayaan TNI  di era SBY..hbs itu sepi pemberitaan...krn gaduuuh terus.rakyat dituduh..radikal..anti NKRI..khilafah.dsb.kini 2019 setelah 17 April...InsyaAllah TNI akan berjaya kembali di bawah Presiden Prabowo Subianto
#PrabowoMenyapaJatim 
#PrabowoMenyapaJatim";4;1;0;1;-1.0;-3.0;0.5;0.0;12;11;-9;kejayaan tni era sby hbs sepi pemberitaan gaduuuh rakyat dituduh radikal anti nkri khilafah april tni berjaya presiden prabowo subianto;135;9;4.0;3.0;2.0;2;2;1
650;tha_rhi;1109643428780859392;"Kata KPK jgn piluh partai yg suka bagi2 uang &amp; sembako. Pilih partai yg baik 👇👇 sesuai rekomendasi KPK, yg kebetulan partai tsb berada dikoalisi @Prabowo &amp; @sandiuno
#HarapanKamiPrabowoSandi 

Sssstttt....gw bukan orang partai, bukan kader, bukan timses siapapun https://t.co/S9rptfXznD";21;4;0;0;-1.0;-14.5;0.0;0.0;9;6;-9;kpk piluh partai suka uang sembilan bahan pokok pilih partai rekomendasi kpk partai tsb dikoalisi sssstttt partai kader timses httpurl;134;9;4.0;3.0;3.0;2;2;1
655;ferrykoto;1070248909107269632;"Rek, pendukung Prabowo, saran ku, coba sesekali pujilah hal baik dari Presiden RI, pak Jokowi. Ojo muja-muji Prabowo saja, yg masih angan2 jadi Presiden di 2019. 😁

Sebaliknya, pendukung Jokowi, sesekali pujilah hal... https://t.co/Qg0nz1JLbm";2;0;0;0;-1.0;-1.0;0.375;1.25;10;31;-7;rek pendukung prabowo saran ku coba puji presiden ri jokowi ojo muja muji prabowo masuk angan presiden pendukung jokowi puji httpurl;132;9;4.0;4.0;3.0;1;3;1
664;al_akbar16;1119405887838253056;"@mohmahfudmd Prof.. gimana pendapat bapak tentang, ""KPU selalu salah dimata yang kalah"". Bukan semata mata menyalahkan KPU, tapi pihak KPU sendiri mengakui bahwa KPU memang salah input data (kesalahan teknis) karnakelelahan? Gimana tuh prof?";3;0;0;2;-1.0;-1.5;0.0;1.25;11;0;-22;prof pendapat kpu salah dimata kalah mata menyalahkan kpu kpu mengakui kpu salah input data kesalahan teknis karnakelelahan prof;128;9;4.0;4.0;2.0;1;1;1
669;NurjanahRike;1117202711617785856;@PKSejahtera semua tusuk prabowo sandi,, yg belum nikah tusuk prabowo sandi siapa tau nti dinikahin 😅 kemaren ngakak denger sandi ngomong mau ini tusuk prabowo sandi mau itu tusuk prabowo sandi ngilu banget 😅😅😅;1;0;0;0;-1.0;-0.5;0.375;0.875;8;7;-26;tusuk prabowo sandi nikah tusuk prabowo sandi nti dinikahin tertawa denger sandi tusuk prabowo sandi tusuk prabowo sandi ngilu;126;9;4.0;4.0;2.0;2;1;1
670;gadisresidu_b3;1119189065742479360;Menuduh bohong itu harus bisa menunjukkan bukti. Dalam hal ini, jika Prabowo menuduh hasil quick count dan exit pol pilpres 2019 itu bohong, prabowo harus bisa menunjukkan bohongnya di mana beserta buktinya. Di antaranya data mentah sebelum diolah, @ZheeOmega https://t.co/65N1ypWrHs;2;4;0;0;-1.0;-5.0;0.5;0.75;13;3;-27;menuduh bohong bukti prabowo menuduh hasil quick count exit pol pilpres bohong prabowo bohong bukti data mentah diolah httpurl;126;9;4.0;4.0;2.0;2;1;1
672;Heine_Nababan;1130705871623692288;"#SaveOurDemocracy

6) Pilpres 2019

Suara BERTAMBAH terbanyak 

Jokowi: 
Jawa Timur ▶ 4.562.355 
Prabowo: 
Jawa Barat ▶ 1.910.065 

Suara BERKURANG terbanyak 

Jokowi: 
Sulawesi Selatan ▶ 919.435 
Prabowo: 
Jawa Timur ▶ 1.835.841 

Jawa Timur MEMANG koentji. ✊✊";1;0;0;1;1.0;0.5;0.0;0.0;12;0;-8;pilpres bertambah jokowi jawa timur prabowo jawa barat berkurang jokowi sulawesi selatan prabowo jawa timur jawa timur koentji;126;9;4.0;4.0;2.0;2;1;3
674;raisanuraminah;1117791556423966722;"Sandi: ""jika kami mendapat amanah kami tidak akan mengambil gaji"". Menurut sya sih gaji presiden ga seberapa dngn pendapatan bisnis sandi, malahan kalo sya jdi pembisnis kaya raya ga mau jadi presiden kalo niatnya nyari duit. Jdi besok pilih 2 ke TPS (Tusuk Prabowo sandi)";6;0;0;4;-1.0;-3.0;0.875;0.125;14;16;-9;sandi amanah gaji gaji presiden pendapatan bisnis sandi pembisnis raya presiden niat uang besok pilih tps tusuk prabowo sandi;125;9;4.0;3.0;2.0;3;3;1
687;DikyAdilMakmur;1112235895334162432;@IpungLombok @bawaslu_RI @BawasluNTB Kepada panitia pilpres @KPU_ID dan pengawas @bawaslu_RI dan aparat hukum atau lembaga hukum negara Indonesia @DivHumas_Polri serta aparat hukum atau lembaga lainnya tolong berlaku adil dan jujur , siarkan jg di @tvOneNews @KompasTV @cnnbrk @OfficialiNewsTV spy tau rakyat NKRI;1;0;0;0;-1.0;-0.5;0.125;0.0;12;20;-25;panitia pilpres pengawas aparat hukum lembaga hukum negara indonesia aparat hukum lembaga adil jujur siarkan rakyat nkri;120;9;4.0;4.0;2.0;2;1;1
689;afrizal_ananta;1063005987685027841;"@allutpi @Ni_Made_Artini @zietyn_ifa @Arie_Kriting @Gamal_Albinsaid Saya bukan pasukan rezim orba.. Saya jg muak dg orba.. 

cuma gak sepakat aja sama yg memberi label prabowo itu orba.. 

Kalo ada yg jualan orba numpang sama dukung pak prabowo ya mau gimana lagi.. Wong anaknya pak harto &amp; jd partai mendukung";0;0;0;1;-1.0;-0.0;0.125;0.0;8;9;-13;pasukan rezim orba muak orba sepakat label prabowo orba jualan orba numpang dukung prabowo anak harto partai mendukung;118;9;4.0;4.0;2.0;2;2;1
691;MangAddang;1044257408552329216;"@ThenBagoess @MichelaniaAdam @Gerindra @Official_PAN @PKSejahtera Saya orang non partai hanya berbekal #2019GantiPresiden. Untuk pileg saya cari di 1. Partai pengusung 2. Partai pendukung. Bingung pilih orang?! sy hanya pilih partai di poin 1 atau 2. 
Yuk amankan pilihan caleg kita.

#2019GantiPresiden 
#2019PrabowoPresiden";0;0;0;0;-1.0;-0.0;0.375;0.0;14;15;-4;non partai berbekal pileg partai pengusung partai pendukung bingung pilih pilih partai poin ayo amankan pilihan caleg;117;9;4.0;4.0;2.0;2;3;1
698;Mila_Machmudah;1061206832272809985;"Semangat Relawan Ganti Presiden Jawa Timur...
#2019GantiPresiden... Sudah saatnya Prabowo Sandi... Indonesia Adil Makmur... Prabowo Sandi... Cokkeeeeerrr... https://t.co/4UtWSQoVCh";8;4;0;0;-1.0;-8.0;0.0;0.0;8;18;-7;semangat relawan ganti presiden jawa timur prabowo sandi indonesia adil makmur prabowo sandi cokkeeeeerrr httpurl;113;9;4.0;3.0;3.0;2;3;1
708;PKSejahtera;1114502029215293440;"Pecahnya Kampanye Prabowo Sandi di Ciamis , Jawa Barat pagi tadi! 

Besok kita #PutihkanJakarta ! 

Sambut Indonesia Menang Bersama PKS dan Prabowo Sandi

#17AprilPilihPKS 
#PKSMenangPrabowoPresiden https://t.co/O5I427iq2A";455;90;7;18;0.0;0.0;0.125;0.125;8;11;-8;pecah kampanye prabowo sandi ciamis jawa barat pagi besok sambut indonesia menang pks prabowo sandi httpurl;107;9;3.0;4.0;3.0;2;2;2
712;hppurba;1107819230752174080;@yunartowijaya Koruptor, keluarga koruptor dan kroninya, sangat tersiksa pd era Jokowi. Seharusnya rakyat Indonesia bisa sadar . Jokowi lah presiden RI yang terbaik untuk saat ini;1;0;0;0;-1.0;-0.5;0.5;0.0;6;18;-12;koruptor keluarga koruptor kroni tersiksa era jokowi rakyat indonesia sadar jokowi presiden ri terbaik;102;9;3.0;4.0;3.0;2;3;1
716;arga_fachrizal;1127151269963919360;"@AT_AbdillahToha Biarkan presiden datang ke rakyat, karena presiden itu di pilih oleh rakyat dan di gaji oleh rakyat.
Pada dasarnya semua pejabat yg melalui pemilu itu adalah kacung rakyat.";2;1;0;0;-1.0;-2.0;0.25;0.0;11;7;-8;biarkan presiden rakyat presiden pilih rakyat gaji rakyat dasar pejabat pemilu kacung rakyat;92;9;4.0;4.0;2.0;2;2;1
717;Hakim_Arief_;1092388885072470017;"Dari rakyat untuk rakyat
Dari Prabowo-Sandi untuk rakyat
Dari daerah untuk Prabowo-Sandi
Dari seluruh penjuru dunia untuk Prabowo-Sandi

#17AprilPrabowoPresiden 
#17AprilCoblosPrabowoSandi 
#17AprilGantiPresiden https://t.co/dMfhTtC8ng";4;1;0;0;0.0;0.0;0.125;0.0;6;1;-5;rakyat rakyat prabowo sandi rakyat daerah prabowo sandi penjuru dunia prabowo sandi httpurl;91;9;4.0;3.0;3.0;2;2;2
719;tweet_balasan;1092783738080026626;"#ILCYangTerjeratUUITE

Diam saja, rakyat kerja nyata saat 17 April 2019. Pilih capres yang disenangi dan Caleg dari partai yang tidak mendukung Capres pilihan anda.";1;0;0;0;-1.0;-0.5;1.0;0.25;10;12;-7;diam rakyat kerja nyata april pilih capres disenangi caleg partai mendukung capres pilihan;90;9;4.0;4.0;2.0;3;3;1
720;Hakim_Arief_;1077584281889779712;"#PrabowoSandi
Akan menang di seluruh Indonesia dan Indonesia punya Presiden baru
#2019PrabowoSandiMenang
#2019PrabowoPresiden
#2019GantiPresiden

Mantan Ketua Timses Jokowi Yakin Prabowo Bisa Menang di Sulsel Meski Tanpa JK
 https://t.co/wsKi34xMfw";7;3;0;0;0.0;0.0;0.0;0.0;4;11;-10;menang indonesia indonesia presiden ketua timses jokowi prabowo menang sulsel jk httpurl;88;9;4.0;3.0;3.0;2;2;2
727;NurSyahbana9;1076611002261598208;"Era Suharto hutangnya gila-2n,  Freeport, blog Mahakam dn Rokan dll di jual ke asing

Era SBY hutangnya menumpuk, fakta proyek mangkrak

Era Jokowi berhutang dgn persetujuan DPR, infrastruktur dari Sabang - Merauke, Freeport, blog Rokan, blog Mahakam di rebut dari tangan asing https://t.co/PhrpeCVhoQ";457;278;12;55;-1.0;-506.5;0.5;1.625;20;6;-24;era suharto hutang gila freeport blog mahakam dn rokan dan lain-lain jual asing era sby hutang menumpuk fakta proyek mangkrak era jokowi berhutang persetujuan dpr infrastruktur sabang merauke freeport blog rokan blog mahakam rebut tangan asing httpurl;251;8;3.0;4.0;3.0;1;1;1
745;JuniorPrangko;1069757326331019264;"@bangzul_1988 @Airin_NZ @erickthohir Garuda pancasila
Akulah pendukungmu
Patriot proklamasi
Sedia berkorban untukmu
Pancasila dasar negara
Rakyat adil makmur sentosa
Pribadi bangsaku
Ayo maju maju
Ayo maju maju
Ayo maju maju

Mana Pendukung
yg sedia berkorban
demi Pancasila Dasar Negara

#JanganSuriahkanIndonesia";1;0;0;1;-1.0;-0.5;0.0;1.5;27;37;-9;garuda pancasila pendukung patriot proklamasi sedia berkorban pancasila dasar negara rakyat adil makmur sentosa pribadi bangsa ku ayo maju maju ayo maju maju ayo maju maju pendukung sedia berkorban pancasila dasar negara;220;8;4.0;4.0;2.0;1;3;1
769;gunos_madman;1102146150495223808;"#PemudaPancasilaMenangkan01 
Mendeklarasikan dukungannya ke pasangan Capres dan Cawapres Nomor urut 01,Joko Widodo-KH Ma’ruf Amin, Capres Petahana Jokowi di anggap telah berhasil dalam membangun Indonesia. 
Dlm deklarasi ini Jokowi tanpa ragu duduk bersila dilantai Gor Istora 👍 https://t.co/rYgt9aKkoZ";1;0;0;0;1.0;0.5;0.75;0.25;13;12;-13;mendeklarasikan dukungan pasangan capres cawapres nomor urut joko widodo kh ruf amin capres petahana jokowi anggap berhasil membangun indonesia deklarasi jokowi ragu duduk bersila dilantai gor istora httpurl;207;8;4.0;4.0;2.0;2;2;3
